topic_id	topic_title	basesubtopic_title	basesubtopic_id
11181	Inverse Trigonometric Functions	Intro to Inverse Trig Functions	3618
11181	Inverse Trigonometric Functions	Key Features of Inverse Trigonometric Functions	2204
11181	Inverse Trigonometric Functions	Domain and Range of Inverse Trigonometric Functions	2205
11181	Inverse Trigonometric Functions	Graphing Inverse Trigonometric Functions	2206
11181	Inverse Trigonometric Functions	Evaluating Inverse Trigonometric Functions (1)	2207
11181	Inverse Trigonometric Functions	Algebraic expression with inverse trig functions	3441
11181	Inverse Trigonometric Functions	Use relationships and identities with Inverse Trig Functions	3619
11181	Inverse Trigonometric Functions	Solving inverse trig equations	3442
11181	Inverse Trigonometric Functions	Applications of inverse trig equations (ii)	3443
11181	Inverse Trigonometric Functions	Evaluating inverse trigonometric functions (2)	2208
11182	Inverse Reciprocal Trigonometric Functions	What is an inverse reciprocal trigonometric function?	5066
11182	Inverse Reciprocal Trigonometric Functions	Identify key features of inverse reciprocal trigonometric functions	5067
11182	Inverse Reciprocal Trigonometric Functions	Graph inverse reciprocal trigonometric functions	5068
11182	Inverse Reciprocal Trigonometric Functions	State domain and range of inverse reciprocal trigonometric functions	5069
11182	Inverse Reciprocal Trigonometric Functions	Simplify algebraic expressions involving inverse reciprocal trig functions and identities	5070
11182	Inverse Reciprocal Trigonometric Functions	Solve inverse reciprocal trigonometric equations	5071
11182	Inverse Reciprocal Trigonometric Functions	Solve applications of inverse reciprocal trigonometric functions	5072
2832	Parametric Equations	Why use parametric equations? (Investigation)	5616
2832	Parametric Equations	Convert linear functions to parametric form	4442
2832	Parametric Equations	Graph linear functions in parametric form	4443
2832	Parametric Equations	Convert quadratic functions to parametric form	4444
2832	Parametric Equations	Graph quadratic functions in parametric form	4445
2832	Parametric Equations	Convert circle equations to parametric form	4446
2832	Parametric Equations	Graph circles in parametric form	4447
2832	Parametric Equations	Convert parametric equations to rectangular form	2175
2832	Parametric Equations	Rewrite rectangular equations given a parameter	2176
2832	Parametric Equations	Convert parametric equations to rectangular form and graph	2237
2832	Parametric Equations	Identify and describe parametric curves	2238
2832	Parametric Equations	Graph parametric equations - mixed set of 5617, 4443, 4445, 4447	2239
2832	Parametric Equations	TBD - Parametric Representations of Quadratics	2730
2832	Parametric Equations	Solve applications involving parametric equations	2177
2832	Parametric Equations	Graph nonlinear functions in parametric form	5617
2832	Parametric Equations	Spirograph mathematics (Investigation)	5618
4068	Functions (Graphs and Behaviour)	Construct Graphs from Tables of Values or Descriptions of Situations	3621
4068	Functions (Graphs and Behaviour)	Linear Vs Exponential Models	3622
4068	Functions (Graphs and Behaviour)	Strengths and Limitations of Models	3623
4068	Functions (Graphs and Behaviour)	Identifying Curves and Equations (Yr 10)	1333
4068	Functions (Graphs and Behaviour)	Relationships between roots and intercepts (Investigation)	4657
4068	Functions (Graphs and Behaviour)	Polynomial curve sketching (Yr10A)	500
4068	Functions (Graphs and Behaviour)	Use  graph of y=P(x) to graph -P(x), P(-x), P(x)+c or aP(x)	4347
4068	Functions (Graphs and Behaviour)	Use graph of y=f(x) to sketch f(x) +k and y = f(x-a)	4348
4068	Functions (Graphs and Behaviour)	Compare the graphs of y=f(x) and y=g(x) to y=f(x)+g(x)	4449
4068	Functions (Graphs and Behaviour)	Compare the graphs of y=f(x) and y=g(x) to y=f(x)g(x)	4450
4068	Functions (Graphs and Behaviour)	Transformations of Functions	371
4068	Functions (Graphs and Behaviour)	Graphs and vertical translations (Yr 10)	2076
4068	Functions (Graphs and Behaviour)	Dilation and Symmetry	1332
4068	Functions (Graphs and Behaviour)	Matrix Transformations of Functions	2637
4068	Functions (Graphs and Behaviour)	Mixed Graphs I (linear, quad, exp, circles) (Yr 10)	1239
4068	Functions (Graphs and Behaviour)	Mixed graphs II (linear, quad, cubic, 1/x) (Yr 10a)	591
4068	Functions (Graphs and Behaviour)	Mixed Graphs III (quad, exp, cubic, 1/x) (Yr 10a)	1240
4068	Functions (Graphs and Behaviour)	Graphing Linear and Non-Linear Inequalities	2142
4068	Functions (Graphs and Behaviour)	Comparing Functions (quad, cubic, exp, linear)	1894
4068	Functions (Graphs and Behaviour)	Asymptotes and Discontinuities	3634
4068	Functions (Graphs and Behaviour)	Number of Solutions (from a graph)	3635
4068	Functions (Graphs and Behaviour)	Find the number of solutions to a relation graph	8262
4068	Functions (Graphs and Behaviour)	Domains (graphs and equations)	1746
4068	Functions (Graphs and Behaviour)	Interpreting Key Features of Non-Linear Graphs	2372
4068	Functions (Graphs and Behaviour)	Non-Linear Graphs and Tables of Values	2500
4068	Functions (Graphs and Behaviour)	Modelling non-linear Relationships	832
4068	Functions (Graphs and Behaviour)	Interpolation and Extrapolation of Information from Non-Linear Graphs	2373
4068	Functions (Graphs and Behaviour)	Graphs of continuous and discontinuous functions	3588
4068	Functions (Graphs and Behaviour)	Graphing curves using graphic calculators	2097
4068	Functions (Graphs and Behaviour)	Applications of Polynomials	2098
4068	Functions (Graphs and Behaviour)	Choosing the correct function model	2641
4068	Functions (Graphs and Behaviour)	Identify graphs of simple loci	4129
4068	Functions (Graphs and Behaviour)	Hybrid Functions	2638
4068	Functions (Graphs and Behaviour)	Truncus	2639
4068	Functions (Graphs and Behaviour)	Direct and Inverse Variation	970
4068	Functions (Graphs and Behaviour)	Using technology to solve problems with graphs I	1521
4068	Functions (Graphs and Behaviour)	Using technology to solve problems with graphs II 	1885
4068	Functions (Graphs and Behaviour)	Intersections of Graphs by other methods I	1522
4068	Functions (Graphs and Behaviour)	Intersections of graphs by other methods II	1884
4069	Polynomials (Manipulation and Zeros)	Polynomials and Notation (Yr 10A)	1281
4069	Polynomials (Manipulation and Zeros)	Equivalent Polynomials	2380
4069	Polynomials (Manipulation and Zeros)	Addition and Subtraction of Polynomials (Yr 10A)	1504
4069	Polynomials (Manipulation and Zeros)	Multiplication of Polynomials (Yr 10A)	1505
4069	Polynomials (Manipulation and Zeros)	Polynomial Division (Yr 10A)	1282
4069	Polynomials (Manipulation and Zeros)	Remainder and Factor Theorem	2187
4069	Polynomials (Manipulation and Zeros)	Further Applications of Remainder and Factor Theorem (Yr 10A)	1880
4069	Polynomials (Manipulation and Zeros)	Rational root theorems	4604
4069	Polynomials (Manipulation and Zeros)	Polynomial Division Using Synthetic Division 	2090
4069	Polynomials (Manipulation and Zeros)	Polynomials (further work on Definitions)	430
4069	Polynomials (Manipulation and Zeros)	Solve polynomial inequalities	631
4069	Polynomials (Manipulation and Zeros)	Polynomial Identities	1506
4069	Polynomials (Manipulation and Zeros)	Numerical Approximations of Roots	2377
4069	Polynomials (Manipulation and Zeros)	Halving the interval method	4358
4069	Polynomials (Manipulation and Zeros)	Physical characteristics of solving an equation	3689
4069	Polynomials (Manipulation and Zeros)	Solving for Zeroes and Coefficients	381
4069	Polynomials (Manipulation and Zeros)	Sums and Products of Roots (quadratic, cubic and quartic)	3616
4069	Polynomials (Manipulation and Zeros)	Multiplicity of a Root	3617
4069	Polynomials (Manipulation and Zeros)	Factorising from roots (includes complex roots)	2095
4069	Polynomials (Manipulation and Zeros)	Intermediate Value Theorem	2091
4069	Polynomials (Manipulation and Zeros)	Descartes Rule of Signs	2096
4069	Polynomials (Manipulation and Zeros)	Writing a Function from its Zeroes	2092
4069	Polynomials (Manipulation and Zeros)	Rollercoaster Polynomials (Investigation) LIVE	3360
17965	Probability - Describing	Ordering events on a clothesline (Investigation)	5903
17965	Probability - Describing	What is certain or impossible (Investigation)	5904
17965	Probability - Describing	Meaning of probability terminology	5905
17965	Probability - Describing	Use formal notations of probability	1625
17965	Probability - Describing	Identify events as likely/unlikely	5906
17965	Probability - Describing	Identify events as even chance	5907
17965	Probability - Describing	Identify events as certain/impossible	5908
17965	Probability - Describing	Identifying events as having a certain, impossible or in-between chance of occuring	3110
17965	Probability - Describing	Identifying events as having a certain, impossible or in-between - mixed set 5906, 5907, 5908, 3110	5909
17965	Probability - Describing	Order the likelihood of events occurring	3111
17965	Probability - Describing	Identify numeric range of probabilities (fractions)	5910
17965	Probability - Describing	Identify numeric range of probabilities (decimals)	2305
17965	Probability - Describing	Identify numeric range of probabilities - mixed set 5910 and 2305	5911
17965	Probability - Describing	Interpret the likelihood from a probability provided as a fraction	3174
17965	Probability - Describing	Interpret the likelihood from a probability provided as a decimal	5912
17965	Probability - Describing	Interpret the likelihood from a probability provided as a percentage	5913
17965	Probability - Describing	Interpret the likelihood from a probability - mixed set 3174, 5912, 5913	5914
17965	Probability - Describing	Likelihood and probabilities - mixed set 5910, 2305, 3174, 5912, 5913	5915
17965	Probability - Describing	Describe AND/OR events	3198
17965	Probability - Describing	From clothesline to number line (Investigation)	5916
17966	Probability - Outcomes and sample spaces	Identify and describe outcomes from scenarios with equal chances	3170
17966	Probability - Outcomes and sample spaces	Identify and describe outcomes from scenarios with unequal chances	5917
17966	Probability - Outcomes and sample spaces	Identify and describe outcomes - mixed set 3170, 5917	5918
17966	Probability - Outcomes and sample spaces	List and recognise sample spaces	1439
17966	Probability - Outcomes and sample spaces	Outcomes and sample spaces - mixed set, 3170, 5917, 1439	5919
17966	Probability - Outcomes and sample spaces	Construct a sample space that meets a given criteria (Investigation)	5920
17967	Probability - Representations	Populate a Venn diagram through a sorting game, then look at probabilities (Investigation)	5921
17967	Probability - Representations	Populate and interpret Venn diagrams with 2 groups	1455
17967	Probability - Representations	Populate and interpret Venn diagrams with 3 groups	5922
17967	Probability - Representations	Populate and interpret Venn diagrams - mixed set 1455, 5922	5923
17967	Probability - Representations	Showing results in a two way table	5924
17967	Probability - Representations	Create and interpret small two way frequency tables	4337
17967	Probability - Representations	Create and interpret two way frequency tables	965
17967	Probability - Representations	Find probabilities based on data in two way tables	829
17967	Probability - Representations	Find if an association exists using a two way frequency table	5925
17967	Probability - Representations	Two way tables - mixed set 5924, 4337, 965, 829	5926
17967	Probability - Representations	Transpose information between Venn diagrams and two way tables	449
17967	Probability - Representations	Karnaugh maps	2395
17967	Probability - Representations	Create and interpret tree diagrams with equal weightings	5928
17967	Probability - Representations	Create and interpret tree diagrams with 2 different events	5929
17967	Probability - Representations	Create and interpret tree diagrams with different weightings	5930
17967	Probability - Representations	Create and interpret tree diagrams mixed set 5928, 5929, 5930	384
17967	Probability - Representations	Use frequency tables to estimate probabilities	5931
17967	Probability - Representations	Use frequency graphs to to estimate probabilities	5932
17967	Probability - Representations	Using Frequency tables and graphs to estimate probabilities - mixed set 5931, 5932	1241
17967	Probability - Representations	Create and interpret frequency trees	3429
17968	Probability - Calculations	Results from an experiment (Investigation) LIVE	3171
17968	Probability - Calculations	Determine probability of each event in equally likely scenarios	5933
17968	Probability - Calculations	Determine theoretical probability of an event	297
17968	Probability - Calculations	Determine sum of probabilities of all outcomes for an event	5934
17968	Probability - Calculations	Determine probability of single events, no simplification required (fractions)	3173
17968	Probability - Calculations	Determine probability of single event, with simplification (fractions)	5935
17968	Probability - Calculations	Determine probability of single event, (decimals)	5936
17968	Probability - Calculations	Determine probability fo single event, (percentage)	5937
17968	Probability - Calculations	Determine probability of a single event - mixed set 3173, 5935, 5936, 5937	5938
17968	Probability - Calculations	Determine probability of single event mixed questions using fraction, decimal and percentage	2319
17968	Probability - Calculations	Determine probability fo single event - mixed set 3173, 5935, 5936, 5937, 2139	5939
17968	Probability - Calculations	Determine probability of single events from more complicated scenarios	310
17968	Probability - Calculations	Determine probability fo single event - mixed set 3173, 5935, 5936, 5937, 2319, 310	5940
17968	Probability - Calculations	Write and interpret probability from experiments (fractions)	5941
17968	Probability - Calculations	Predict outcomes based on single step experiments	5942
17968	Probability - Calculations	Identify surprising results	5943
17968	Probability - Calculations	Probability from experimental results - mixed set 5941, 5942, 5943	5944
17968	Probability - Calculations	Determine relative frequency from experimental results (fractions, decimals, percentages)	9236
17968	Probability - Calculations	Determine probability from experimental results (fractions, decimals, percentages) (mixed set)	181
17968	Probability - Calculations	Make future predictions based on previous experimental results (fractions, decimals, percentages)	5945
17968	Probability - Calculations	Probability from experimental results - mixed set 5941, 5942, 5943, 181, 5945	5946
17968	Probability - Calculations	Make future predictions based on theoretical probability	967
17968	Probability - Calculations	Determine probability of multistep events (2 step)	5947
17968	Probability - Calculations	Determine probability of multistep events (multistep)	5948
17968	Probability - Calculations	Determine probability of multistep events - mixed set 5947, 5948	1626
17968	Probability - Calculations	Determine probability of multistep events (2 step, replacement)	5949
17968	Probability - Calculations	Determine probability of multistep events (2 step, non-replacement)	5950
17968	Probability - Calculations	Determine probability of multistep events (multistep, non-replacement)	5951
17968	Probability - Calculations	Replacement and non-replacement probabilities - mixed set 5947, 5949, 5950	5952
17968	Probability - Calculations	Replacement and non-replacement probabilities - mixed set 5948, 5950, 5951	1242
17968	Probability - Calculations	Using sample spaces to determine probabilities	1628
17968	Probability - Calculations	Identify complementary events	5953
17968	Probability - Calculations	Use complementary events to determine probabilities	5954
17968	Probability - Calculations	Complementary events - mixed set 5953, 5954	325
17968	Probability - Calculations	Use sum of probabilities to solve problems	5955
17968	Probability - Calculations	Determine probability for AND events	5956
17968	Probability - Calculations	Determine probability for OR events	5957
17968	Probability - Calculations	Determine probability for AND/OR events	5958
17968	Probability - Calculations	Determine probability for AND/OR events  - mixed set 5956, 5957, 5958	1243
17968	Probability - Calculations	Determine expected results and use it to make judgements on fairness	618
17968	Probability - Calculations	Conducting Experiments (Investigation) LIVE	2320
17968	Probability - Calculations	Approaching theoretical probability (Investigation)	4658
17968	Probability - Calculations	How estimating Pi and probability are related (Investigation) LIVE	1406
17968	Probability - Calculations	Is it fair? (Investigation) LIVE	4498
17968	Probability - Calculations	Repeating experiments (Investigation)	5959
17969	Probability - Mutually exclusive	Identify events that can or can't happen with others	3172
17969	Probability - Mutually exclusive	Determine mutually exclusive events	1183
17970	Probability - independence and dependence	Identify events that have an impact on others	3112
17970	Probability - independence and dependence	Identify independent and dependent events	477
17970	Probability - independence and dependence	Calculate probabilities relating to independent events	534
17970	Probability - independence and dependence	Calculate probabilities relating to dependent events	573
17970	Probability - independence and dependence	Calculate probabilities relating to independent and dependent events - mixed set 477, 534, 573	5960
17970	Probability - independence and dependence	Probability with words (Investigation) LIVE	3334
17970	Probability - independence and dependence	Replacement and non-replacement probabilities with dice and ducks (Investigation) LIVE	3341
17971	Probability - Conditional	Interpret and use the language of conditional statements, 'if ... then', 'given', 'knowing that'	5961
17971	Probability - Conditional	Use two way tables to interpret the meaning of conditional statements	5962
17971	Probability - Conditional	Use Venn diagrams to interpret the meaning of conditional statements	5963
17971	Probability - Conditional	Use tree diagrams to interpret the meaning of conditional statements	5964
17971	Probability - Conditional	Interpret conditional statements - mixed set 5961, 5962, 5963, 5964	1330
17971	Probability - Conditional	Complete two way tables and determine conditional probabilities	5965
17971	Probability - Conditional	Complete Venn diagrams and determine conditional probabilities	5966
17971	Probability - Conditional	Determine conditional probabilities from worded descriptions	5967
17971	Probability - Conditional	Determine conditional probabilities involving AND/OR events.	2655
17971	Probability - Conditional	Determine conditional probabilities - mixed set 5965, 5966, 5967, 2655	2657
17971	Probability - Conditional	Use the law of total probability	2396
17972	Probability - Applications	Odds and probabilities	2745
17972	Probability - Applications	Identify factors that could complicate simulation of events	1627
17972	Probability - Applications	Determine probabilities associated with games	1629
17972	Probability - Applications	Determine probabilities associated with traffic light style problems	1630
17972	Probability - Applications	Determine probabilities from data sets	2555
17972	Probability - Applications	Determine geometric probabilities in 1 and 2 dimensions	3372
17972	Probability - Applications	Can you win at the casino? (Investigation) LIVE	4496
17972	Probability - Applications	Unpacking the quoted proportions in surveys (Investigation)	5968
17972	Probability - Applications	Decision making using probability (Investigation) LIVE	1892
17972	Probability - Applications	Randomised controlled trials in medicine (Investigation)  (LIVE)	1893
17973	Probability - Mixed sets	Mixed questions on probability	2574
17973	Probability - Mixed sets	Probability questions involving Venn diagrams,conditional, independent and mutually exclusive events	2656
17973	Probability - Mixed sets	Sweet Probability (Investigation) LIVE	3313
6727	Set Theory	Set Language Notation (SS)	1842
6727	Set Theory	Union and Intersection of Sets (SS)	1841
6727	Set Theory	Venn diagrams and Set Notation (SS)	1843
6727	Set Theory	Groups	2748
6727	Set Theory	Modulo Arithmetic (SS)	2750
6727	Set Theory	Finding patterns in modulo arithmetic (Investigation) LIVE	4471
6727	Set Theory	Inclusion-exclusion principle for two sets	4075
6727	Set Theory	Inclusion-exclusion principle for three sets	4076
2070	Permutations and Combinations	Arrangments of items	4430
2070	Permutations and Combinations	Evaluate Factorial Expressions	2242
2070	Permutations and Combinations	Introduction to Permutations	1869
2070	Permutations and Combinations	Continued Permutations	1870
2070	Permutations and Combinations	Probabilities with Permutations	1871
2070	Permutations and Combinations	Introduction to Combinations	1872
2070	Permutations and Combinations	Continued Combinations	1873
2070	Permutations and Combinations	Proof by Mathematical Induction of the formula for nCk (Investigation)	4494
2070	Permutations and Combinations	Probabilities with Combinations	1874
2070	Permutations and Combinations	Mixed problems	1875
2070	Permutations and Combinations	What is Pascal's triangle? (Investigation) LIVE	4495
2070	Permutations and Combinations	Pascal's triangle	1876
2070	Permutations and Combinations	Derive and use identities associated with Pascal's triangle	4077
2070	Permutations and Combinations	Binomial Expansions and Coefficients	1877
2070	Permutations and Combinations	Further Binomial Expansions	1878
2070	Permutations and Combinations	Solve problems using the pigeon-hole principle	4078
2070	Permutations and Combinations	Prove results using the pigeon-hole principle	4079
17974	Data - Types of data	Identify the number of observations	1369
17974	Data - Types of data	Identify if data is numerical or categorical	4942
17974	Data - Types of data	Identify if numerical data is discrete or continuous	4943
17974	Data - Types of data	Identify if categorical data is nominal or ordinal	4944
17974	Data - Types of data	Identify if data is categorical (ordinal/nominal), numerical (discrete/continuous)	3474
17974	Data - Types of data	Identify if data is qualitative (ordinal/nominal), quantitative (discrete/continuous)	4945
17974	Data - Types of data	Define and identify the difference between univariate and bivariate data	4639
17974	Data - Types of data	Identify dependent and independent variables from context or graphs	1643
17974	Data - Types of data	Identify explanatory and response variables from context or graphs	3483
17975	Data - Displays	Create and interpret pictographs (1 value per picture)	3175
17975	Data - Displays	Create and interpret pictographs (multiples per picture)	3176
17975	Data - Displays	Create and interpret pictographs - mixed set 3175, 3176	836
17975	Data - Displays	Create tables from a list and interpret the results	3113
17975	Data - Displays	Use a tally to create a frequency table and interpret the results	5973
17975	Data - Displays	Create and interpret frequency tables	2311
17975	Data - Displays	Create and interpret further frequency tables	1184
17975	Data - Displays	Create and interpret dot plots	3179
17975	Data - Displays	Create and interpret dot plots - includes other representations	1190
17975	Data - Displays	Create and interpret parallel dot plots	2357
17975	Data - Displays	Create and interpret line graphs (whole number axis)	3114
17975	Data - Displays	Create and interpret line graphs (rational number axis)	3115
17975	Data - Displays	Interpret step graphs and segmented line graphs	1187
17975	Data - Displays	Create and interpret graphs involving time	1188
17975	Data - Displays	Create and interpret conversion graphs	4905
17975	Data - Displays	Create and interpret vertical column graphs with scale of 1	6215
17975	Data - Displays	Create and interpret vertical column graphs	3116
17975	Data - Displays	Create and interpret column graphs	2309
17975	Data - Displays	Interpret side-by-side column graphs	3181
17975	Data - Displays	Interpret divided bar graphs	1186
17975	Data - Displays	Create and interpret pareto charts	3581
17975	Data - Displays	Create and interpret stem and leaf plots	1191
17975	Data - Displays	Create and interpret back to back stem and leaf plots	1452
17975	Data - Displays	Create and interpret stem and leaf plots - mixed set 1191, 1452	1745
17975	Data - Displays	Create and interpret scatter plots	3268
17975	Data - Displays	Create and interpret scatter plots (including correlation)	249
17975	Data - Displays	Scatterplots and body measurements (Investigation) LIVE	1122
17975	Data - Displays	Create and interpret histograms	1256
17975	Data - Displays	Create and interpret histograms with polygons	1189
17975	Data - Displays	Create and interpret histograms for grouped data	6220
17975	Data - Displays	Interpret frequency density histograms	2577
17975	Data - Displays	Create and interpret cumulative frequency tables	382
17975	Data - Displays	Create and interpret cumulative frequency histograms	6222
17975	Data - Displays	Create and interpret cumulative frequency polygons	2480
17975	Data - Displays	Cumulative frequency tables, histograms, polygons - mixed set 382, 6222, 2480	6223
17975	Data - Displays	Construct a 5 number summary	1651
17975	Data - Displays	Create and interpret box plots	1193
17975	Data - Displays	Connecting box plots and histograms	2481
17975	Data - Displays	Box plots - mixed set 1651, 1193, 2481	6224
17975	Data - Displays	Create and interpret parallel box plots	1713
17975	Data - Displays	Create and interpret a variety of statistical displays - mixed set	2571
17975	Data - Displays	Interpret pie charts	6228
17975	Data - Displays	Create and interpret pie charts	1185
17975	Data - Displays	Interpret area charts and radar graphs	1269
17975	Data - Displays	Create and interpret graphs using log scales	3473
17975	Data - Displays	Choose effective data displays, whole numbers	3117
17975	Data - Displays	Choose effective data displays	3182
17975	Data - Displays	Choice of graph for data (Investigation) LIVE	1655
17975	Data - Displays	Identify and interpret misleading graphs	837
17975	Data - Displays	Identify errors leading to misrepresentation of results	1639
17975	Data - Displays	Misleading graphs (Investigation) LIVE	4527
17975	Data - Displays	Dodgy pie charts (Investigation) LIVE	4487
17975	Data - Displays	Cropped graphs (Investigation) LIVE	4488
17975	Data - Displays	Graphs not to scale (Investigation) LIVE	4489
17975	Data - Displays	Misleading pictograms (Investigation) LIVE	4490
17975	Data - Displays	Graphs with broken axes (Investigation) LIVE	4491
17975	Data - Displays	Tabulate and graph data (Investigation) LIVE	1656
17976	Data - Collecting	Methods for data collection (Investigation) LIVE	3184
17976	Data - Collecting	Questioning in data collection (Investigation) LIVE	3185
17976	Data - Collecting	Two types of collections (Investigation)	6231
17976	Data - Collecting	Conducting and interview to collect data (Investigation) LIVE	2522
17976	Data - Collecting	Identify suitable questions for categorical data	6232
17976	Data - Collecting	Select and trial methods for data collection	9809
17976	Data - Collecting	Identify statistical questions	1364
17976	Data - Collecting	Identify statistical attributes	1370
17976	Data - Collecting	Survey says (Investigation) LIVE	4493
17976	Data - Collecting	Questionnaire design (investigation) LIVE	1636
17976	Data - Collecting	Sampling in surveys (Investigation) LIVE	1634
17976	Data - Collecting	Identify pros and cons of undertaking a survey (Investigation)	6233
17976	Data - Collecting	Obtaining representative data (Investigation) LIVE	4486
17976	Data - Collecting	Differentiate between populations, samples, and the statistics of each	6234
17976	Data - Collecting	Identify suitability of sample or census	5853
17976	Data - Collecting	Identify whether a sample is random or not	5977
17976	Data - Collecting	Identify between random, stratified and systematic sampling	5978
17976	Data - Collecting	Generate a random sample	5979
17976	Data - Collecting	Generate a stratified sample	5980
17976	Data - Collecting	Generate a systematic sample	5981
17976	Data - Collecting	Use a sample to predict information about a population	5982
17976	Data - Collecting	Use a sample to predict size of population, (catch and release)	5983
17976	Data - Collecting	Use a sample to predict information about a population - mixed set 5982, 5983	5984
17976	Data - Collecting	Sampling and bias (Investigation) LIVE	4526
17976	Data - Collecting	Digital media surveys (Investigation) LIVE	842
17976	Data - Collecting	Compare sample surveys, experiments, and observational studies	4916
17976	Data - Collecting	Sources of bias in collecting data	1637
17976	Data - Collecting	Identifying sampling error and measurement error	1638
17976	Data - Collecting	Sample vs Census (Investigation) LIVE	1632
17976	Data - Collecting	Conducting a census (Investigation Only) LIVE	1631
17976	Data - Collecting	Pros and cons of a census (Investigation)	6236
17976	Data - Collecting	Points of view (Investigation) LIVE	1266
17976	Data - Collecting	Define terms relating to statistics, census and survey	131
17976	Data - Collecting	Collect data that involves categorical and numerical data (Investigation)	6237
17976	Data - Collecting	Are the results of a survey the same as a proof (investigation) LIVE	841
17976	Data - Collecting	Opinion polls (Investigation) LIVE	852
17977	Data - Centre	Calculate mean from set of data	5985
17977	Data - Centre	Calculate mean from set of data with decimal or fraction values	5986
17977	Data - Centre	Calculate mean from set of data with negative values	5987
17977	Data - Centre	Find the mean from a statistical display	5988
17977	Data - Centre	From the mean identify characteristics of the data	5989
17977	Data - Centre	From the mean identify characteristics of the data (fractions and decimals)	5990
17977	Data - Centre	Mean - mixed set 5985, 5986, 5987, 5988, 5989, 5990	148
17977	Data - Centre	Find the median from a set of data, odd number of data points	5991
17977	Data - Centre	Find the median from a set of data, even number of data points	5992
17977	Data - Centre	Find the median from a set of data, with decimal or fraction values	5993
17977	Data - Centre	Find the median from a set of data, with negative values	5994
17977	Data - Centre	Find the median from a statistical display	5995
17977	Data - Centre	From the median comment on characteristics of the data	5996
17977	Data - Centre	From the median comment on characteristics of the data (fractions and decimals)	5997
17977	Data - Centre	Median - mixed set 5991, 5992, 5993, 5994, 5995, 5996, 5997	216
17977	Data - Centre	Find the mode from a set of data	5998
17977	Data - Centre	Find multimodal values from a set of data	5999
17977	Data - Centre	Find modes from a set of data, with decimal or fraction values	6000
17977	Data - Centre	Find the mode from a statistical display	6001
17977	Data - Centre	Mode - mixed set 5998, 5999, 6000, 6001	123
17977	Data - Centre	Recognise the centre of data	1365
17977	Data - Centre	Compare measures of centre for the same data set	6002
17977	Data - Centre	Choose the best measure of centre	1653
17977	Data - Centre	The problem with average (Investigation) LIVE	4483
17977	Data - Centre	Where is the centre? (Investigation) LIVE	4485
17977	Data - Centre	Write your own maths test (Investigation) LIVE	4484
17978	Data - Grouped data	Compile grouped data into frequency tables	347
17978	Data - Grouped data	Compile grouped data into cumulative frequency tables	2487
17978	Data - Grouped data	Find the mean of grouped data	6242
17978	Data - Grouped data	Find the modal class of grouped data	6243
17978	Data - Grouped data	Find the median class of grouped data	6244
17978	Data - Grouped data	Find the mean, modal class, median class of grouped data	6245
17978	Data - Grouped data	Measures of centre of grouped data - mixed set 6242, 6243, 6244, 6245	1831
17979	Data - Spread	Find the range from data	6003
17979	Data - Spread	Find the range from data that involves decimals	6004
17979	Data - Spread	Find the range from data that involves negative values	6005
17979	Data - Spread	Find the range from statistical display	6006
17979	Data - Spread	Describe other characteristics of the data from the range	6007
17979	Data - Spread	Range - mixed set 6003, 6004, 6005, 6006, 6007	2482
17979	Data - Spread	Recognising the spread of data	1366
17979	Data - Spread	Find the interquartile range from data	6246
17979	Data - Spread	Find the interquartile range from data that involves negatives	6247
17979	Data - Spread	Find the interquartile range from statistical displays	6248
17979	Data - Spread	Compare two data sets using interquartile range	6249
17979	Data - Spread	Compare two data sets using quartiles and interquartile ranges	6250
17979	Data - Spread	Interquartile range (IQR) - mixed set 6246, 6247, 6248, 6249	423
17979	Data - Spread	Interquartile range (IQR) - mixed set 6246, 6247, 6248, 6249, 6250	6251
17979	Data - Spread	Interpret quartiles, deciles and percentiles from a graph	4637
17979	Data - Spread	Calculate deciles and percentiles	1652
17980	Data - Centre and spread	Calculate mean, median mode and range (from data)	6014
17980	Data - Centre and spread	Calculate mean, median mode and range (from graphs and charts)	2483
17980	Data - Centre and spread	Find missing data when given mean, median mode or range	2484
17980	Data - Centre and spread	Mean, median, mode and range - mixed set 6014, 2483, 2484	6008
17980	Data - Centre and spread	Limitations of measures of centre and spread	1712
17981	Data - Standard deviation	Find the standard deviation analytically using a table	6255
17981	Data - Standard deviation	Calculate and interpret standard deviation for small data sets using calculator	4349
17981	Data - Standard deviation	Calculate and interpret pop'n standard deviation	6256
17981	Data - Standard deviation	Calculate and interpret pop'n standard deviation from statistical displays	6257
17981	Data - Standard deviation	Solve applications of standard deviation using population	457
17981	Data - Standard deviation	Standard deviation (population) - mixed set 4349, 6256, 6257, 457	452
17981	Data - Standard deviation	Use mean and standard deviation to compare two sets of data	4350
17981	Data - Standard deviation	Find the sample standard deviation analytically using a table	6258
17981	Data - Standard deviation	Calculate and interpret sample standard deviation	6259
17981	Data - Standard deviation	Calculate and interpret sample standard deviation from statistical displays	6260
17981	Data - Standard deviation	Solve applications of standard deviation using sample population	3298
17981	Data - Standard deviation	Standard deviation (sample) - mixed set 6259, 6260, 3298	3297
17981	Data - Standard deviation	Determine contexts that relate to populations or samples	6261
17981	Data - Standard deviation	Calculate and interpret standard deviation (either pop'n or sample)	6262
17981	Data - Standard deviation	Calculate and interpret standard deviation from statistical displays (pop'n or sample)	6263
